,category,character name
134,Characters_in_The_Fall_of_Gondolin,Othrod
135,Characters_in_The_Fall_of_Gondolin,Tuor
136,Characters_in_The_History_of_Middle-earth,Adanel
137,Characters_in_The_History_of_Middle-earth,Adrahil_II
138,Characters_in_The_History_of_Middle-earth,Agathor
139,Characters_in_The_History_of_Middle-earth,Aglahad
140,Characters_in_The_History_of_Middle-earth,Alatar
141,Characters_in_The_History_of_Middle-earth,Aldamir
142,Characters_in_The_History_of_Middle-earth,Almiel
143,Characters_in_The_History_of_Middle-earth,Alphros
144,Characters_in_The_History_of_Middle-earth,Amandil
145,Characters_in_The_History_of_Middle-earth,Amlaith
146,Characters_in_The_History_of_Middle-earth,Amnon
147,Characters_in_The_History_of_Middle-earth,Amras
148,Characters_in_The_History_of_Middle-earth,Amrod
149,Characters_in_The_History_of_Middle-earth,Amroth
150,Characters_in_The_History_of_Middle-earth,Amrothos
151,Characters_in_The_History_of_Middle-earth,Anair%C3%AB
152,Characters_in_The_History_of_Middle-earth,Anardil
153,Characters_in_The_History_of_Middle-earth,Ancalagon
154,Characters_in_The_History_of_Middle-earth,Andreth
155,Characters_in_The_History_of_Middle-earth,Andv%C3%ADr
156,Characters_in_The_History_of_Middle-earth,Angamait%C3%AB
157,Characters_in_The_History_of_Middle-earth,Angelimir
158,Characters_in_The_History_of_Middle-earth,Angrod
159,Characters_in_The_History_of_Middle-earth,Ar-Pharaz%C3%B4n
160,Characters_in_The_History_of_Middle-earth,Arachon
161,Characters_in_The_History_of_Middle-earth,Arador
162,Characters_in_The_History_of_Middle-earth,Araglas
163,Characters_in_The_History_of_Middle-earth,Aragorn_I
164,Characters_in_The_History_of_Middle-earth,Aragost
165,Characters_in_The_History_of_Middle-earth,Arahad_I
166,Characters_in_The_History_of_Middle-earth,Arahad_II
167,Characters_in_The_History_of_Middle-earth,Arahael
168,Characters_in_The_History_of_Middle-earth,Aranarth
169,Characters_in_The_History_of_Middle-earth,Arantar
170,Characters_in_The_History_of_Middle-earth,Aranuir
171,Characters_in_The_History_of_Middle-earth,Araphant
172,Characters_in_The_History_of_Middle-earth,Araphor
173,Characters_in_The_History_of_Middle-earth,Arassuil
174,Characters_in_The_History_of_Middle-earth,Aratan
175,Characters_in_The_History_of_Middle-earth,Arathorn_I
176,Characters_in_The_History_of_Middle-earth,Arathorn_II
177,Characters_in_The_History_of_Middle-earth,Araval
178,Characters_in_The_History_of_Middle-earth,Aravir
179,Characters_in_The_History_of_Middle-earth,Aravorn
180,Characters_in_The_History_of_Middle-earth,Arciryas
181,Characters_in_The_History_of_Middle-earth,Aredhel
182,Characters_in_The_History_of_Middle-earth,Argeleb_I
183,Characters_in_The_History_of_Middle-earth,Argeleb_II
184,Characters_in_The_History_of_Middle-earth,Argon
185,Characters_in_The_History_of_Middle-earth,Argonui
186,Characters_in_The_History_of_Middle-earth,Arien
187,Characters_in_The_History_of_Middle-earth,Arvedui
188,Characters_in_The_History_of_Middle-earth,Arvegil
189,Characters_in_The_History_of_Middle-earth,Arveleg_I
190,Characters_in_The_History_of_Middle-earth,Arveleg_II
191,Characters_in_The_History_of_Middle-earth,Asgon
192,Characters_in_The_History_of_Middle-earth,Atanalcar
193,Characters_in_The_History_of_Middle-earth,Atanatar_I
194,Characters_in_The_History_of_Middle-earth,Atanatar_II
195,Characters_in_The_History_of_Middle-earth,Aulendil_(Vardamir%27s_son)
196,Characters_in_The_History_of_Middle-earth,Aul%C3%AB
197,Characters_in_The_History_of_Middle-earth,Ausir_(child)
198,Characters_in_The_History_of_Middle-earth,Avranc
199,Characters_in_The_History_of_Middle-earth,Azog
200,Characters_in_The_History_of_Middle-earth,Barahir
201,Characters_in_The_History_of_Middle-earth,Beldir
202,Characters_in_The_History_of_Middle-earth,Beldis
203,Characters_in_The_History_of_Middle-earth,Belecthor_I
204,Characters_in_The_History_of_Middle-earth,Belecthor_II
205,Characters_in_The_History_of_Middle-earth,Beleg
206,Characters_in_The_History_of_Middle-earth,Beleg_of_Arthedain
207,Characters_in_The_History_of_Middle-earth,Belegor
208,Characters_in_The_History_of_Middle-earth,Belegorn
209,Characters_in_The_History_of_Middle-earth,Belemir
210,Characters_in_The_History_of_Middle-earth,Beorn
211,Characters_in_The_History_of_Middle-earth,Bereg
212,Characters_in_The_History_of_Middle-earth,Beregond
213,Characters_in_The_History_of_Middle-earth,Berelach
214,Characters_in_The_History_of_Middle-earth,Beren
215,Characters_in_The_History_of_Middle-earth,Beren_of_Gondor
216,Characters_in_The_History_of_Middle-earth,Bergil
217,Characters_in_The_History_of_Middle-earth,Beril
218,Characters_in_The_History_of_Middle-earth,Blue_Wizards
219,Characters_in_The_History_of_Middle-earth,Bolg
220,Characters_in_The_History_of_Middle-earth,Borlas
221,Characters_in_The_History_of_Middle-earth,Brandir_(son_of_Arachon)
222,Characters_in_The_History_of_Middle-earth,Meriadoc_Brandybuck
223,Characters_in_The_History_of_Middle-earth,Bregil
224,Characters_in_The_History_of_Middle-earth,Bregolas
225,Characters_in_The_History_of_Middle-earth,Bregor
226,Characters_in_The_History_of_Middle-earth,Calimehtar_(King_of_Gondor)
227,Characters_in_The_History_of_Middle-earth,Calimmacil
228,Characters_in_The_History_of_Middle-earth,Caranthir
229,Characters_in_The_History_of_Middle-earth,Carcharoth
230,Characters_in_The_History_of_Middle-earth,Castamir_the_Usurper
231,Characters_in_The_History_of_Middle-earth,Celebrimbor
232,Characters_in_The_History_of_Middle-earth,Celebrindor
233,Characters_in_The_History_of_Middle-earth,Celebr%C3%ADan
234,Characters_in_The_History_of_Middle-earth,Celegorm
235,Characters_in_The_History_of_Middle-earth,Celepharn
236,Characters_in_The_History_of_Middle-earth,Cemendur
237,Characters_in_The_History_of_Middle-earth,Cirion
238,Characters_in_The_History_of_Middle-earth,Ciryandil
239,Characters_in_The_History_of_Middle-earth,Ciryon
240,Characters_in_The_History_of_Middle-earth,Curufin
241,Characters_in_The_History_of_Middle-earth,Daeron
242,Characters_in_The_History_of_Middle-earth,Daurin
243,Characters_in_The_History_of_Middle-earth,Denethor_(First_Age)
244,Characters_in_The_History_of_Middle-earth,Denethor_II
245,Characters_in_The_History_of_Middle-earth,Dior
246,Characters_in_The_History_of_Middle-earth,Draugluin
247,Characters_in_The_History_of_Middle-earth,Duilin_of_Gondolin
248,Characters_in_The_History_of_Middle-earth,D%C3%ADrhavel
249,Characters_in_The_History_of_Middle-earth,Ecthelion_I
250,Characters_in_The_History_of_Middle-earth,Ecthelion_II
251,Characters_in_The_History_of_Middle-earth,Ecthelion_of_the_Fountain
252,Characters_in_The_History_of_Middle-earth,Egalmoth
253,Characters_in_The_History_of_Middle-earth,Egalmoth_of_the_Heavenly_Arch
254,Characters_in_The_History_of_Middle-earth,Egnor_bo-Rimion
255,Characters_in_The_History_of_Middle-earth,Elboron
256,Characters_in_The_History_of_Middle-earth,Eldacar_(King_of_Arnor)
257,Characters_in_The_History_of_Middle-earth,Eldal%C3%B3t%C3%AB
258,Characters_in_The_History_of_Middle-earth,Eldarion
259,Characters_in_The_History_of_Middle-earth,Elendur
260,Characters_in_The_History_of_Middle-earth,Elendur_of_Arnor
261,Characters_in_The_History_of_Middle-earth,Elenw%C3%AB
262,Characters_in_The_History_of_Middle-earth,Elfwine
263,Characters_in_The_History_of_Middle-earth,Elladan_and_Elrohir
264,Characters_in_The_History_of_Middle-earth,Elphir
265,Characters_in_The_History_of_Middle-earth,Elros
266,Characters_in_The_History_of_Middle-earth,Eltas
267,Characters_in_The_History_of_Middle-earth,Elur%C3%A9d_and_Elur%C3%ADn
268,Characters_in_The_History_of_Middle-earth,Elwing
269,Characters_in_The_History_of_Middle-earth,Emeldir
270,Characters_in_The_History_of_Middle-earth,%C3%89owyn
271,Characters_in_The_History_of_Middle-earth,Eradan
272,Characters_in_The_History_of_Middle-earth,Erchirion
273,Characters_in_The_History_of_Middle-earth,Erendis
274,Characters_in_The_History_of_Middle-earth,Erestor
275,Characters_in_The_History_of_Middle-earth,Est%C3%AB
276,Characters_in_The_History_of_Middle-earth,Evranin
277,Characters_in_The_History_of_Middle-earth,E%C3%A4rendil
278,Characters_in_The_History_of_Middle-earth,E%C3%A4rendil_of_Gondor
279,Characters_in_The_History_of_Middle-earth,E%C3%A4rendur_of_And%C3%BAni%C3%AB
280,Characters_in_The_History_of_Middle-earth,E%C3%A4rendur_of_Arnor
281,Characters_in_The_History_of_Middle-earth,E%C3%A4rnil_I
282,Characters_in_The_History_of_Middle-earth,E%C3%A4rnil_II
283,Characters_in_The_History_of_Middle-earth,E%C3%A4rnur
284,Characters_in_The_History_of_Middle-earth,E%C3%A4rwen
285,Characters_in_The_History_of_Middle-earth,E%C3%B6nw%C3%AB
286,Characters_in_The_History_of_Middle-earth,Faramir
287,Characters_in_The_History_of_Middle-earth,Finarfin
288,Characters_in_The_History_of_Middle-earth,Findis
289,Characters_in_The_History_of_Middle-earth,Finduilas
290,Characters_in_The_History_of_Middle-earth,Fingolfin
291,Characters_in_The_History_of_Middle-earth,Fingon
292,Characters_in_The_History_of_Middle-earth,Finrod
293,Characters_in_The_History_of_Middle-earth,Finw%C3%AB
294,Characters_in_The_History_of_Middle-earth,Fire-drake_of_Gondolin
295,Characters_in_The_History_of_Middle-earth,Folcwine
296,Characters_in_The_History_of_Middle-earth,Forhend
297,Characters_in_The_History_of_Middle-earth,Fr%C3%A9a
298,Characters_in_The_History_of_Middle-earth,Fr%C3%A9awine
299,Characters_in_The_History_of_Middle-earth,F%C3%ABanor
300,Characters_in_The_History_of_Middle-earth,F%C3%ADriel
301,Characters_in_The_History_of_Middle-earth,Galador
302,Characters_in_The_History_of_Middle-earth,Galdor_of_the_Tree
303,Characters_in_The_History_of_Middle-earth,Galweg
304,Characters_in_The_History_of_Middle-earth,Gereth
305,Characters_in_The_History_of_Middle-earth,Gil-galad
306,Characters_in_The_History_of_Middle-earth,Gildis
307,Characters_in_The_History_of_Middle-earth,Gilfanon
308,Characters_in_The_History_of_Middle-earth,Gilim
309,Characters_in_The_History_of_Middle-earth,Gilmith
310,Characters_in_The_History_of_Middle-earth,Gilwen
311,Characters_in_The_History_of_Middle-earth,Gimli
312,Characters_in_The_History_of_Middle-earth,Gimli_(Elf)
313,Characters_in_The_History_of_Middle-earth,Glaurung
314,Characters_in_The_History_of_Middle-earth,Glorfindel
315,Characters_in_The_History_of_Middle-earth,Goldwine
316,Characters_in_The_History_of_Middle-earth,Gorgol
317,Characters_in_The_History_of_Middle-earth,Gorlim
318,Characters_in_The_History_of_Middle-earth,Gostir
319,Characters_in_The_History_of_Middle-earth,Gothmog_(Balrog)
320,Characters_in_The_History_of_Middle-earth,Gwindor
321,Characters_in_The_History_of_Middle-earth,Hador
322,Characters_in_The_History_of_Middle-earth,Hador_of_Gondor
323,Characters_in_The_History_of_Middle-earth,Hallas
324,Characters_in_The_History_of_Middle-earth,Hardang
325,Characters_in_The_History_of_Middle-earth,Hendor
326,Characters_in_The_History_of_Middle-earth,Hengest_and_Horsa
327,Characters_in_The_History_of_Middle-earth,Herumor_(Fourth_Age)
328,Characters_in_The_History_of_Middle-earth,Hiril
329,Characters_in_The_History_of_Middle-earth,Hiril_of_Ladros
330,Characters_in_The_Hunt_for_Gollum,Aragorn_II_Elessar
331,Characters_in_The_Hunt_for_Gollum,Arithir
332,Characters_in_The_Hunt_for_Gollum,Goblok
333,Characters_in_The_Hunt_for_Gollum,Gollum
334,Characters_in_The_Lays_of_Beleriand,Ban
335,Characters_in_The_Lays_of_Beleriand,Blodrin
336,Characters_in_The_Lays_of_Beleriand,Ufedhin
337,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Damrod
338,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Bill_Ferny
339,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Freca_(film_character)
340,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Haldir_of_Lothl%C3%B3rien
341,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Herefara
342,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Hugin
343,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,J%C3%A1rnsmid
344,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,"Linnar,_Sindri,_and_Uri"
345,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,L%C3%A9owyn
346,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Mablung_the_Ranger
347,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Orophin
348,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Ottar
349,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Silind%C3%AB
350,Characters_in_The_Lord_of_the_Rings_Trading_Card_Game,Robin_Smallburrow
351,Characters_in_The_Peoples_of_Middle-earth,R%C3%BAmil_(Noldo)
352,Characters_in_The_Shaping_of_Middle-earth,Gandalf
353,Characters_in_The_Shaping_of_Middle-earth,Nauglath
354,Characters_in_The_Shaping_of_Middle-earth,R%C3%BAmil_(Noldo)
355,Characters_in_The_Shaping_of_Middle-earth,Ufedhin
356,Characters_in_The_War_of_the_Jewels,R%C3%BAmil_(Noldo)
357,Characters_in_The_War_of_the_Jewels,%C3%89adgifu_(disambig)
358,Characters_in_Unfinished_Tales,Adrahil_I
359,Characters_in_Unfinished_Tales,Ailinel
360,Characters_in_Unfinished_Tales,Alatar
361,Characters_in_Unfinished_Tales,Algund
362,Characters_in_Unfinished_Tales,Almarian
363,Characters_in_Unfinished_Tales,Almiel
364,Characters_in_Unfinished_Tales,Amd%C3%ADr
365,Characters_in_Unfinished_Tales,Amroth
366,Characters_in_Unfinished_Tales,Annael
367,Characters_in_Unfinished_Tales,Ar-Ad%C3%BBnakh%C3%B4r
368,Characters_in_Unfinished_Tales,Ar-Pharaz%C3%B4n
369,Characters_in_Unfinished_Tales,Ar-Sakalth%C3%B4r
370,Characters_in_Unfinished_Tales,Ar-Zimrath%C3%B4n
371,Characters_in_Unfinished_Tales,Aranw%C3%AB
372,Characters_in_Unfinished_Tales,Aratan
373,Characters_in_Unfinished_Tales,Ardamir_(son_of_Axantur)
374,Characters_in_Unfinished_Tales,Arminas
375,Characters_in_Unfinished_Tales,Atanalcar
376,Characters_in_Unfinished_Tales,Aulendil_(Vardamir%27s_son)
377,Characters_in_Unfinished_Tales,Axantur
378,Characters_in_Unfinished_Tales,Balin
379,Characters_in_Unfinished_Tales,Ber%C3%BAthiel
380,Characters_in_Unfinished_Tales,Blue_Wizards
381,Characters_in_Unfinished_Tales,Borondir
382,Characters_in_Unfinished_Tales,Bregor
383,Characters_in_Unfinished_Tales,Calimehtar_(King_of_Gondor)
384,Characters_in_Unfinished_Tales,Caliondo
385,Characters_in_Unfinished_Tales,Celeborn
386,Characters_in_Unfinished_Tales,Celebrimbor
387,Characters_in_Unfinished_Tales,Celebr%C3%ADan
388,Characters_in_Unfinished_Tales,Cemendur
389,Characters_in_Unfinished_Tales,Cemendur_(son_of_Axantur)
390,Characters_in_Unfinished_Tales,Cirion
391,Characters_in_Unfinished_Tales,Ciryatur
392,Characters_in_Unfinished_Tales,Ciryon
393,Characters_in_Unfinished_Tales,Denethor_II
394,Characters_in_Unfinished_Tales,D%C3%ADrhavel
395,Characters_in_Unfinished_Tales,Elemmakil
396,Characters_in_Unfinished_Tales,Elendur
397,Characters_in_Unfinished_Tales,Elfwine
398,Characters_in_Unfinished_Tales,Elmo
399,Characters_in_Unfinished_Tales,Elrond
400,Characters_in_Unfinished_Tales,Elros
401,Characters_in_Unfinished_Tales,Enerdhil
402,Characters_in_Unfinished_Tales,Erendis
403,Characters_in_Unfinished_Tales,E%C3%A4rendur_of_And%C3%BAni%C3%AB
404,Characters_in_Unfinished_Tales,E%C3%A4rwen
405,Characters_in_Unfinished_Tales,Finduilas
406,Characters_in_Unfinished_Tales,Forthwini
407,Characters_in_Unfinished_Tales,Fram
408,Characters_in_Unfinished_Tales,Frumgar
409,Characters_in_Unfinished_Tales,Galadriel
410,Characters_in_Unfinished_Tales,Galathil
411,Characters_in_Unfinished_Tales,Gamil_Zirak
412,Characters_in_Unfinished_Tales,Gandalf
413,Characters_in_Unfinished_Tales,Gethron
414,Characters_in_Unfinished_Tales,Gimilkh%C3%A2d
415,Characters_in_Unfinished_Tales,Gimilzagar
416,Characters_in_Unfinished_Tales,Gimli
417,Characters_in_Unfinished_Tales,Gl%C3%B3redhel
418,Characters_in_Unfinished_Tales,Haldir_(Chieftain_of_the_Haladin)
419,Characters_in_Unfinished_Tales,Hallacar
420,Characters_in_Unfinished_Tales,Hallas
421,Characters_in_Unfinished_Tales,Hallatan
422,Characters_in_Unfinished_Tales,Hareth
423,Characters_in_Unfinished_Tales,Hatholdir
424,Characters_in_Unfinished_Tales,Helm_Hammerhand
425,Characters_in_Unfinished_Tales,Henderch
426,Characters_in_Unfinished_Tales,Herucalmo
427,Characters_in_Unfinished_Tales,H%C3%BArin
428,Characters_in_Unfinished_Tales,Ib%C3%BBn
429,Characters_in_Unfinished_Tales,Idril
430,Characters_in_Unfinished_Tales,Imraz%C3%B4r
431,Characters_in_Unfinished_Tales,Inzilb%C3%AAth
432,Characters_in_Unfinished_Tales,Isildur
433,Characters_in_Unfinished_Tales,Isilmo
434,Characters_in_Unfinished_Tales,Kham%C3%BBl
435,Characters_in_Unfinished_Tales,Lalaith
436,Characters_in_Unfinished_Tales,Lindiss%C3%AB
437,Characters_in_Unfinished_Tales,Lind%C3%B3ri%C3%AB
438,Characters_in_Unfinished_Tales,L%C3%A9od
439,Characters_in_Unfinished_Tales,Mairen
440,Characters_in_Unfinished_Tales,Manwendil
441,Characters_in_Unfinished_Tales,Marhwini
442,Characters_in_Unfinished_Tales,Mithrellas
443,Characters_in_Unfinished_Tales,M%C3%AEm
444,Characters_in_Unfinished_Tales,Nellas
445,Characters_in_Unfinished_Tales,Nessani%C3%AB
446,Characters_in_Unfinished_Tales,Nimrodel
447,Characters_in_Unfinished_Tales,Ni%C3%ABnor
448,Characters_in_Unfinished_Tales,Nolondil
449,Characters_in_Unfinished_Tales,N%C3%BAneth
450,Characters_in_Unfinished_Tales,Ohtar
451,Characters_in_Unfinished_Tales,Olw%C3%AB
452,Characters_in_Unfinished_Tales,Ondoher
453,Characters_in_Unfinished_Tales,Oromendil
454,Characters_in_Unfinished_Tales,Oropher
455,Characters_in_Unfinished_Tales,Pallando
456,Characters_in_Unfinished_Tales,Radagast
457,Characters_in_Unfinished_Tales,Ragnir_(servant)
458,Characters_in_Unfinished_Tales,R%C3%ADan
459,Characters_in_Unfinished_Tales,R%C3%B3mendacil_I
460,Characters_in_Unfinished_Tales,Sador
461,Characters_in_Unfinished_Tales,Sauron
462,Characters_in_Unfinished_Tales,Silmari%C3%ABn
463,Characters_in_Unfinished_Tales,Soronto
464,Characters_in_Unfinished_Tales,Morwen_Steelsheen
465,Characters_in_Unfinished_Tales,Tar-Alcarin
466,Characters_in_Unfinished_Tales,Tar-Aldarion
467,Characters_in_Unfinished_Tales,Tar-Amandil
468,Characters_in_Unfinished_Tales,Tar-Ancalimon
469,Characters_in_Unfinished_Tales,Tar-Ancalim%C3%AB
470,Characters_in_Unfinished_Tales,Tar-An%C3%A1rion
471,Characters_in_Unfinished_Tales,Tar-Ardamin
472,Characters_in_Unfinished_Tales,Tar-Atanamir
473,Characters_in_Unfinished_Tales,Tar-Calmacil
474,Characters_in_Unfinished_Tales,Tar-Ciryatan
475,Characters_in_Unfinished_Tales,Tar-Elendil
476,Characters_in_Unfinished_Tales,Tar-Meneldur
477,Characters_in_Unfinished_Tales,Tar-Minastir
478,Characters_in_Unfinished_Tales,Tar-Palantir
479,Characters_in_Unfinished_Tales,Tar-S%C3%BArion
480,Characters_in_Unfinished_Tales,Tar-Telemmait%C3%AB
481,Characters_in_Unfinished_Tales,Tar-Telperi%C3%ABn
482,Characters_in_Unfinished_Tales,Tar-Vanimeld%C3%AB
483,Characters_in_Unfinished_Tales,Tarannon_Falastur
484,Characters_in_Unfinished_Tales,Telchar
485,Characters_in_Unfinished_Tales,Thingol
